id,name,slug,batch,website,yc_url,location,region,teamSize,oneLiner,github_org,commit_velocity_30d,commit_velocity_90d,acceleration_ratio,active_repos,contributors,commits_per_employee,stabilized_efficiency,total_stars,total_forks,pr_merge_rate,issue_close_rate,founder_linkedin,founder_twitter
30849,MOVEdot,movedot,F25,https://www.movedot.ai/,https://www.ycombinator.com/companies/movedot,"San Francisco, CA, USA",United States of America,10.0,AI Agents for Hardware Engineering,movedot,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
30832,F2,f2,S25,http://f2.ai,https://www.ycombinator.com/companies/f2,"New York, NY, USA",United States of America,20.0,The AI platform for private markets investors,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
30797,Veritus,veritus,S25,https://www.veritus.com,https://www.ycombinator.com/companies/veritus,"San Francisco, CA, USA",United States of America,10.0,AI agents for the consumer lending industry,veritus,0,0,0.0,0,0,0.0,0.0,3,0,0.99,0.49,,
31080,Didit,didit,W26,https://didit.me/,https://www.ycombinator.com/companies/didit,"San Francisco, CA, USA",United States of America,12.0,All-in-one identity platform for fast human verification.,didit-protocol,62,62,0.0,5,3,5.17,17.9,3,0,1.0,0.86,https://linkedin.com/in/albertorosasg,https://x.com/albertorosasg
30730,Idler,idler,S25,https://idler.ai/,https://www.ycombinator.com/companies/idler,"San Francisco, CA, USA",United States of America,14.0,Reinforcement learning environments. ,IdleRPGBot,0,0,0.0,0,0,0.0,0.0,6,2,0.0,0.0,,
30761,Reacher,reacher,S25,https://reacherapp.com/,https://www.ycombinator.com/companies/reacher,"San Francisco, CA, USA",United States of America,15.0,We automate creator marketing for the world's largest brands,reacherhq,1,6,0.2,1,3,0.4,1.55,8673,667,0.73,0.31,,
30598,GETASAP,getasap,S25,https://www.getasap.us,https://www.ycombinator.com/companies/getasap,"San Francisco, CA, USA",United States of America,17.0,8-hour Produce Distribution for Retailers of Any Size,getasaplondon,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
30740,Metis,metis,S25,https://withmetis.ai,https://www.ycombinator.com/companies/metis,"San Francisco, CA, USA",United States of America,13.0,Infrastructure to build reliable agents,MetisProtocol,2,127,0.02,4,47,9.77,35.22,28,27,0.83,0.96,https://linkedin.com/in/aryan-shah1,
30484,throxy,throxy,X25,https://throxy.com/,https://www.ycombinator.com/companies/throxy,Unknown,Unknown,15.0,Vertical AI agents that run the sales funnel on autopilot,throxy-ai,19,19,0.0,1,1,1.27,4.91,0,0,0.0,0.0,,
30496,QualGent,qualgent,X25,https://qualgent.link/qualgent,https://www.ycombinator.com/companies/qualgent,"San Francisco, CA, USA",United States of America,10.0,AI Mobile App Quality Assurance Tester,QualGent,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
30706,Solva,solva,S25,https://solvatechnology.com,https://www.ycombinator.com/companies/solva,Unknown,Unknown,15.0,Automates insurance claims and stops incorrect payouts,Solva-technology,0,18,0.0,5,2,1.2,4.65,0,2,0.0,0.0,,
30425,Auctor,auctor,X25,https://getauctor.com,https://www.ycombinator.com/companies/auctor,"New York, NY, USA",United States of America,15.0,The agentic operating system for modern system integrators.,AuctorLabs,0,0,0.0,0,0,0.0,0.0,5,0,0.0,0.0,,
30477,Casco,casco,X25,https://casco.com,https://www.ycombinator.com/companies/casco,Unknown,Unknown,10.0,"Autonomous security testing for web apps, APIs, cloud, and AI systems",cascode-labs,0,1,0.0,1,1,0.1,0.32,52,10,1.0,0.47,,
30367,QFEX,qfex,X25,https://qfex.com,https://www.ycombinator.com/companies/qfex,"London, UK",United Kingdom,10.0,24/7 Global Stock Exchange,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
30346,Mercura,mercura,W25,https://www.mercura.ai,https://www.ycombinator.com/companies/mercura,Unknown,Unknown,14.0,AI Quote and Order Automation for Distributors & Manufacturers,mercura-aps,0,0,0.0,0,0,0.0,0.0,0,0,1.0,0.0,,
30348,SAMMY Labs,sammy-labs,W25,https://www.sammylabs.com,https://www.ycombinator.com/companies/sammy-labs,Unknown,Unknown,10.0,"SAMMY Labs, the knowledge layer for your people and AI",,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
30322,Spott,spott,W25,https://spott.io,https://www.ycombinator.com/companies/spott,Unknown,Unknown,20.0,AI-native ATS/CRM for recruiting firms,spotter-application,0,0,0.0,0,0,0.0,0.0,744,23,1.0,0.74,,
30303,AfterQuery,afterquery,W25,https://afterquery.com,https://www.ycombinator.com/companies/afterquery,"San Francisco, CA, USA",United States of America,20.0,Research lab investigating the boundaries of AI capabilities.,AfterQuery,103,125,4.68,5,8,6.25,27.95,11,18,0.91,0.5,https://linkedin.com/in/danny1898,https://x.com/CarlosGeorgescu
30268,AthenaHQ,athenahq,W25,https://www.athenahq.ai,https://www.ycombinator.com/companies/athenahq,"San Francisco, CA, USA",United States of America,12.0,"Be the Answer in AI Search - AI SEO across SEO, GEO & AEO",AthenaHQ,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
30243,Cifrato,cifrato,W25,https://cifrato.ai,https://www.ycombinator.com/companies/cifrato,"Bogotá, Bogota, Colombia",Colombia,13.0,AI Accountant for Accounting Firms,Cifrato,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
30230,SalesPatriot,salespatriot,W25,https://www.salespatriot.com/,https://www.ycombinator.com/companies/salespatriot,"San Francisco, CA, USA",United States of America,13.0,We help defense firms win more contracts with the Pentagon,SalesPatriot,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
30218,Toothy AI,toothy-ai,W25,https://www.toothy.ai/,https://www.ycombinator.com/companies/toothy-ai,"San Francisco, CA, USA",United States of America,15.0,AI for insurance verification & billing at dental clinics,toothy,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
30215,Contrario,contrario,W25,https://contrario.ai,https://www.ycombinator.com/companies/contrario,"San Francisco, CA, USA",United States of America,10.0,Fill critical roles faster with AI-empowered recruiters,ContrarioAI,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
30090,Origami,origami-2,F24,https://origami.chat/,https://www.ycombinator.com/companies/origami-2,"San Francisco, CA, USA",United States of America,10.0,Find your perfect leads with one prompt,origami,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
30076,Crustdata,crustdata,F24,https://crustdata.com,https://www.ycombinator.com/companies/crustdata,Unknown,Remote,20.0,Real-time B2B data via simple APIs,crustdata,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
30288,Harper,harper,W25,https://www.harperinsure.com/,https://www.ycombinator.com/companies/harper,"San Francisco, CA, USA",United States of America,25.0,AI-native commercial insurance brokerage,HarperFast,280,353,3.84,5,15,14.12,70.6,78,16,0.88,0.4,https://linkedin.com/in/dakotahrice,
30249,HealthKey,healthkey,W25,https://gethealthkey.com/,https://www.ycombinator.com/companies/healthkey,"Austin, TX, USA",United States of America,10.0,AI-powered Patient Identification for Clinical Trials,HealthKey-Company,0,3,0.0,2,1,0.3,0.95,1,0,1.0,0.0,,
30067,Platus,platus,F24,https://www.platus.com,https://www.ycombinator.com/companies/platus,Unknown,Unknown,15.0,"Instant Legal Infrastructure - Draft, Sign, Notarize & Process",,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
30059,Sphinx,sphinx,F24,https://sphinxhq.com/,https://www.ycombinator.com/companies/sphinx,Unknown,Unknown,13.0,AI Compliance Analysts for Banks & Fintechs,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
30046,Cekura,cekura-ai,F24,https://www.cekura.ai/,https://www.ycombinator.com/companies/cekura-ai,"San Francisco, CA, USA",United States of America,15.0,Voice AI and Chat AI agents: Testing and Observability,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29977,Merlin AI,merlin-ai,S24,https://www.merlinai.co,https://www.ycombinator.com/companies/merlin-ai,"Los Angeles, CA, USA",United States of America,28.0,AI powered ERP for Construction,MerlinAI,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29973,Arva AI,arva-ai,S24,https://www.arva.ai,https://www.ycombinator.com/companies/arva-ai,Unknown,Unknown,14.0,"AI Agents to scale AML, KYB and KYC operations",arva,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29988,Delineate,delineate,W25,https://delineate.pro/,https://www.ycombinator.com/companies/delineate,"Boston, MA, USA",United States of America,20.0,Agents for Accelerated Clinical Trial Design,delineate-pro,0,1,0.0,1,1,0.05,0.22,1,0,0.0,0.0,,
29950,Pipeshift,pipeshift,S24,https://pipeshift.com,https://www.ycombinator.com/companies/pipeshift,"San Francisco, CA, USA",United States of America,10.0,Inference for real-time production workloads,pipeshift,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29850,SureBright,surebright,S24,https://surebright.com/,https://www.ycombinator.com/companies/surebright,Unknown,Remote,20.0,Apple Care-like warranty program for every retailer ,SureBright-Technologies-Inc,0,0,0.0,0,0,0.0,0.0,0,0,1.0,0.0,,
30021,telli,telli,F24,https://telli.com,https://www.ycombinator.com/companies/telli,"Berlin, Germany",Germany,16.0,AI phone agents that convert,Tellius,0,0,0.0,0,0,0.0,0.0,0,0,0.9,0.0,,
29963,Capitol AI,capitol-ai,S24,https://www.capitol.ai/,https://www.ycombinator.com/companies/capitol-ai,"Washington, DC, USA",United States of America,11.0,"Model-agnostic AI for enterprises: governed, embedded, decision-grade.",capitoledulibre,2,2,0.0,1,1,0.18,0.6,13,12,0.88,0.81,,
29820,Kontigo,kontigo,S24,https://kontigo.lat/,https://www.ycombinator.com/companies/kontigo,Unknown,Remote,10.0,USDC-Smart Neobank for Latinos. ,Kontigo-Inc,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29844,Oway,oway,S24,https://www.shipoway.com,https://www.ycombinator.com/companies/oway,"San Francisco, CA, USA",United States of America,10.0,AI Infrastructure for America’s Empty Truck Space,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29823,autarc,autarc,S24,https://www.autarc.energy/en,https://www.ycombinator.com/companies/autarc,"Berlin, Germany",Germany,30.0,autarc is the OS for Europe's One-Stop Energy Installers,autarcgmbh,61,121,1.02,3,11,4.03,22.09,0,1,1.0,0.0,https://linkedin.com/in/etienne-krause,
29798,&AI,ai-2,S24,https://www.tryandai.com/,https://www.ycombinator.com/companies/ai-2,"San Francisco, CA, USA",United States of America,13.0,Collaborative workspace for patent litigators,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29780,Presti AI,presti-ai,S24,https://www.presti.ai/,https://www.ycombinator.com/companies/presti-ai,Unknown,Remote,25.0,Helping furniture companies create product visuals with AI,Prestigia,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29775,Brighterway,brighterway,S24,https://www.brighterway.ai/,https://www.ycombinator.com/companies/brighterway,Unknown,Unknown,14.0,Streamlining the medical record review process in workers comp,BrighterWay0,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29770,Intryc,intryc,S24,https://intryc.com,https://www.ycombinator.com/companies/intryc,"San Francisco, CA, USA",United States of America,14.0,Intryc uses AI to automate quality assurance for customer support,Intryc,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29791,Cartage,cartage,S24,https://cartage.ai,https://www.ycombinator.com/companies/cartage,"San Francisco, CA, USA",United States of America,12.0,Autonomous freight coordination,cartagena-data-science,0,0,0.0,0,0,0.0,0.0,1,1,0.0,0.0,,
29759,David AI,david-ai,S24,https://www.withdavid.ai/,https://www.ycombinator.com/companies/david-ai,Unknown,Unknown,10.0,Data for audio AI,withdavid-ai,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29761,Distro,distro,S24,https://distro.app,https://www.ycombinator.com/companies/distro,"Palo Alto, CA, USA",United States of America,11.0,The AI co-pilot for sales reps at industrial wholesale distributors.,distro,0,0,0.0,0,0,0.0,0.0,14,11,0.91,0.47,,
29730,Saturn,saturn,S24,https://www.SaturnOS.com,https://www.ycombinator.com/companies/saturn,"London, UK",United Kingdom,18.0,Compliance and back office workflows for Wealth Managers.,SaturnMusic,0,0,0.0,0,0,0.0,0.0,1,0,0.0,0.0,,
29785,Simple AI,simple-ai,S24,https://www.usesimple.ai,https://www.ycombinator.com/companies/simple-ai,"San Francisco, CA, USA",United States of America,11.0,AI voice that sells,SimpleMobileTools,0,0,0.0,0,0,0.0,0.0,9278,2577,0.92,0.26,,
29746,Drillbit,drillbit,S24,https://www.drillbit.com,https://www.ycombinator.com/companies/drillbit,"Austin, TX, USA",United States of America,10.0,Automating Office Work for Residential Contractors.,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29710,TaxGPT,taxgpt,S24,https://www.taxgpt.com,https://www.ycombinator.com/companies/taxgpt,"San Francisco, CA, USA",United States of America,28.0,AI tax assistant for professionals and businesses,TaxGPT,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29717,Conveo,conveo,S24,https://conveo.ai/,https://www.ycombinator.com/companies/conveo,"Antwerp, Belgium",Belgium,24.0,Confident decisions in days with AI-led interviews.,conveo,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29699,Pulse,pulse-3,S24,https://www.runpulse.com/,https://www.ycombinator.com/companies/pulse-3,Unknown,Unknown,12.0,Production-grade unstructured document extraction,Pulse,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29691,Tandem,tandem-2,S24,https://tandem.space/,https://www.ycombinator.com/companies/tandem-2,Unknown,Remote,22.0,AI-native office leasing agent,tandem,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29729,Clearly AI,clearly-ai,S24,https://clearly-ai.com,https://www.ycombinator.com/companies/clearly-ai,"Seattle, WA, USA",United States of America,12.0,Automate security and privacy reviews,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29703,d_model,d_model,S24,https://www.dmodel.ai,https://www.ycombinator.com/companies/d_model,Unknown,Unknown,10.0,Look inside the model,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29649,Wordware,wordware,S24,https://wordware.ai/,https://www.ycombinator.com/companies/wordware,"San Francisco, CA, USA",United States of America,15.0,AI agents you can rely on,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29646,Corgi Insurance,corgi-insurance,S24,https://corgi.insure,https://www.ycombinator.com/companies/corgi-insurance,"San Francisco, CA, USA",United States of America,70.0,Corgi is building an AI financial infrastructure company,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29645,Phonely,phonely,S24,https://phonely.ai,https://www.ycombinator.com/companies/phonely,Unknown,Remote,10.0,AI call centers ,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29627,Codes Health,codes-health,S24,https://www.getcodeshealth.com/,https://www.ycombinator.com/companies/codes-health,"New York, NY, USA",United States of America,12.0,Medical Record Retrieval with Zero Human Error,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29517,RetailReady,retailready,W24,https://www.retailreadyai.com/,https://www.ycombinator.com/companies/retailready,Unknown,Unknown,12.0,An AI-powered supply chain compliance engine,retailready,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29483,Healia,healia,W24,https://www.healiahealth.com/,https://www.ycombinator.com/companies/healia,"Columbus, OH, USA",United States of America,15.0,Modern health insurance for dual income families,Healia,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29613,ClaimSorted,claimsorted,S24,https://claimsorted.com,https://www.ycombinator.com/companies/claimsorted,Unknown,Remote,20.0,Making it easy for insurance companies to process claims,claimsorted,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29572,Domu Technology Inc.,domu-technology-inc,S24,https://www.domu.ai/,https://www.ycombinator.com/companies/domu-technology-inc,"San Francisco, CA, USA",United States of America,15.0,AI Agents for collections,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29460,Ryse,ryse,W24,https://www.rysemarket.com/,https://www.ycombinator.com/companies/ryse,"New York, NY, USA",United States of America,13.0,The secondary market for real estate leases,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29478,Reform,reform,W24,https://www.reformhq.com,https://www.ycombinator.com/companies/reform,"San Francisco, CA, USA",United States of America,11.0,Workflow automation. Built for logistics.,reformhq,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29441,Retell AI,retell-ai,W24,https://retellai.com,https://www.ycombinator.com/companies/retell-ai,Unknown,Unknown,24.0,Supercharge Your Contact Center Operations with AI Phone Agents,RetellAI,63,151,0.72,4,11,6.29,30.82,108,31,0.99,0.0,https://linkedin.com/in/binw,https://x.com/retellai
29414,Cleva,cleva,W24,https://www.getcleva.com,https://www.ycombinator.com/companies/cleva,"Lagos, Nigeria",Nigeria,30.0,USD banking platform for Africa,ClevaCash,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29453,Miden,miden,W24,http://www.miden.co,https://www.ycombinator.com/companies/miden,"15a Ajanaku St, Opebi, Ikeja 101233, Lagos, Nigeria",Nigeria,19.0,Card issuer processor and banking stack for businesses in Sub-…,0xMiden,330,423,3.55,5,36,22.26,97.04,283,292,0.76,0.35,https://linkedin.com/in/okiemute-d-avworhokai-5b52a7a6,https://x.com/TyrusTechHQ
29423,Triply,triply,W24,https://business.triply.co/,https://www.ycombinator.com/companies/triply,"Nairobi, Kenya",Kenya,18.0,Operating system for travel businesses in Africa with embedded finance,TriplyDB,6,14,0.75,2,3,0.78,3.3,248,64,0.9,0.37,,
29398,ProSights,prosights,W24,https://prosights.co/,https://www.ycombinator.com/companies/prosights,"New York, NY, USA",United States of America,14.0,ProSights is an AI-native data extraction tool for financial…,prosights,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29390,OffDeal,offdeal,W24,https://offdeal.io,https://www.ycombinator.com/companies/offdeal,"New York, NY, USA",United States of America,15.0,AI-native investment bank for small businesses,OffDeal,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29410,Model ML,model-ml,W24,https://www.modelml.com/,https://www.ycombinator.com/companies/model-ml,"London, UK",United Kingdom,50.0,AI Workspace for Financial Services.,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29389,Delve,delve,W24,https://delve.co/?utm_source=yc&utm_medium=bio&utm_campaign=delve,https://www.ycombinator.com/companies/delve,"San Francisco, CA, USA",United States of America,33.0,AI that makes compliance effortless,go-delve,23,52,0.79,2,10,1.58,9.05,24699,2206,0.96,0.65,https://linkedin.com/in/karun-kaushik,https://x.com/karunkaushik_
29377,Toma,toma,W24,http://www.toma.com/,https://www.ycombinator.com/companies/toma,"San Francisco, CA, USA",United States of America,20.0,AI for Underserved Industries,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29380,Conduit,conduit-ai,W24,https://conduit.ai/?utm_source=referral&utm_medium=organic&utm_campaign=ycombinator,https://www.ycombinator.com/companies/conduit-ai,"San Francisco, CA, USA",United States of America,18.0,Conversational AI agents for Customer Service.,conduitxyz,38,81,0.88,4,16,4.5,19.09,6,13,0.6,1.0,https://linkedin.com/in/punnkam,https://x.com/0xpunnk
29376,Carma,carma,W24,https://www.joincarma.com/,https://www.ycombinator.com/companies/carma,"San Francisco, CA, USA",United States of America,15.0,The AI Operating System For Modern Fleets.,carma-int,0,0,0.0,0,0,0.0,0.0,0,0,1.0,0.0,,
29357,Salvy,salvy,W24,https://www.salvy.com.br,https://www.ycombinator.com/companies/salvy,"Curitiba, State of Paraná, Brazil",Brazil,27.0,Mobile carrier for businesses in Brazil,SalvyLTD,1,3,0.5,1,2,0.11,0.58,0,0,0.0,0.0,,
29368,CodeAnt AI,codeant-ai,W24,https://codeant.ai/,https://www.ycombinator.com/companies/codeant-ai,"San Francisco, CA, USA",United States of America,10.0,AI Code Health Platform,CodeAnt-AI,45,65,2.25,4,9,6.5,20.55,4,0,0.92,1.0,https://linkedin.com/in/amartya-jha,https://x.com/chhinna00
29343,Infinity,infinity,W24,https://www.infinityapp.in/,https://www.ycombinator.com/companies/infinity,"Bengaluru, Karnataka, India",India,15.0,Business banking for cross-border SMBs & Startups,Infinity,0,0,0.0,0,0,0.0,0.0,74,13,1.0,0.25,,
29339,Clarion,clarion,W24,https://clarionhealth.com,https://www.ycombinator.com/companies/clarion,"New York, NY, USA",United States of America,14.0,The AI communication layer for healthcare,clarion-health,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29346,sync.,sync-2,W24,https://sync.so/,https://www.ycombinator.com/companies/sync-2,"San Francisco, CA, USA",United States of America,13.0,AI lipsync tool for video content creators,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29340,Tamarind Bio,tamarind-bio,W24,https://www.tamarind.bio,https://www.ycombinator.com/companies/tamarind-bio,Unknown,Unknown,10.0,AI Inference Platform for Drug Discovery,Tamarind-Bio,0,22,0.0,1,1,2.2,6.96,1,0,1.0,0.0,,
29325,Respan,respan,W24,https://respan.ai,https://www.ycombinator.com/companies/respan,"San Francisco, CA, USA",United States of America,10.0,"Self-driving observability, evals, and gateway for AI agents",respanai,162,295,1.22,5,6,29.5,93.29,36,13,0.89,0.0,https://linkedin.com/in/hanheli,https://x.com/raymond_huang26
29327,Central,central,S24,https://centralhq.com,https://www.ycombinator.com/companies/central,"San Francisco, CA, USA",United States of America,15.0,"Payroll, benefits, state compliance & other bullsh*t for startups",,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29323,Zaymo,zaymo,W24,https://zaymo.com,https://www.ycombinator.com/companies/zaymo,"Lehi, UT, USA",United States of America,11.0,Interactive email builder for ecommerce brands,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29301,Topo,topo,W24,https://www.topo.io/,https://www.ycombinator.com/companies/topo,"Paris, France",France,12.0,AI Agents for outbound working by your side,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29300,Trellis AI,trellis-ai,W24,https://runtrellis.com/,https://www.ycombinator.com/companies/trellis-ai,Unknown,Unknown,25.0,AI for streamlining healthcare paperwork,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29295,Artisan,artisan,W24,https://artisan.co/?utm_source=ycombinator,https://www.ycombinator.com/companies/artisan,"San Francisco, CA, USA",United States of America,37.0,"AI employees called Artisans, starting with an AI BDR",artisan,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29298,Greenboard,greenboard,W24,https://www.greenboard.com,https://www.ycombinator.com/companies/greenboard,"New York, NY, USA",United States of America,26.0,Modern OS for the financial back office. ,greenboard,0,0,0.0,0,0,0.0,0.0,3,1,0.0,0.53,,
29288,Arini,arini,W24,https://www.arini.ai,https://www.ycombinator.com/companies/arini,"San Francisco, CA, USA",United States of America,17.0,AI receptionist for dentists,AriniTechnologies,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29263,Alex,alex-com,W24,https://alex.com,https://www.ycombinator.com/companies/alex-com,"San Francisco, CA, USA",United States of America,30.0,Your AI recruiter for interviewing and identifying the best talent,,0,0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,,
29269,Garage,garage-2,W24,https://www.shopgarage.com/,https://www.ycombinator.com/companies/garage-2,"New York, NY, USA",United States of America,20.0,Building the marketplace that powers America’s most essential assets,garage-education,0,4,0.0,1,2,0.2,0.89,157,23,0.9,0.0,,
29286,PointOne,pointone,W24,https://pointone.com/,https://www.ycombinator.com/companies/pointone,"New York, NY, USA",United States of America,15.0,AI Time Platform for Law Firms,PointOneNav,43,79,1.19,5,8,5.27,20.4,58,29,0.98,0.75,https://linkedin.com/in/katon-luaces,https://x.com/PointOneAI
29256,Momentic,momentic,W24,https://momentic.ai,https://www.ycombinator.com/companies/momentic,"San Francisco, CA, USA",United States of America,12.0,The AI-native automated testing platform,momentic-ai,76,171,0.8,2,0,14.25,49.36,23,2,0.92,0.0,https://linkedin.com/in/hungweiwu,https://x.com/itsjeffan
